datetime,hour,day_of_year,month,solar_elevation,solar_azimuth,tilt_x,tilt_y,temperature,humidity,pressure,wind_speed,weather_condition,irradiance
2023-01-01 00:00:00,0,1,1,-22.0164803103087,105.088698026781,105.088698026781,-22.0164803103087,5.7945608824653,35.928097229712,1002.17920847819,1.83262625201936,clear sky,1000
2023-01-01 01:00:00,1,1,1,-9.50619854348779,111.139123516551,111.139123516551,-9.50619854348779,19.5273407497516,39.7996374675639,1007.81698021284,3.10427200040372,clear sky,1000
2023-01-01 02:00:00,2,1,1,2.71835942972427,118.011386760399,118.011386760399,2.71835942972427,12.7029188092182,34.8217635840227,1007.86803375083,2.42193573418955,clear sky,1000
2023-01-01 03:00:00,3,1,1,13.692898364333,126.214916387369,126.214916387369,13.692898364333,14.1583258174519,34.2160769642188,1014.03045679646,2.20696181968147,clear sky,1000
2023-01-01 04:00:00,4,1,1,23.5740808177106,136.356840660605,136.356840660605,23.5740808177106,17.9909560740585,30.7604079457994,1012.82171277874,3.57989314800901,clear sky,1000
2023-01-01 05:00:00,5,1,1,31.5686149000176,149.05103274258,149.05103274258,31.5686149000176,7.62435564396318,37.2789713645031,1008.53171278617,1.83909180173822,clear sky,1000
2023-01-01 06:00:00,6,1,1,36.7865894841718,164.507822457855,164.507822457855,36.7865894841718,6.86458546879558,46.3381872635328,1008.7581883329,0.736505832183969,clear sky,1000
2023-01-01 07:00:00,7,1,1,38.3674636156716,181.820941570801,181.820941570801,38.3674636156716,16.8919855479012,40.8452729591647,1011.84372283277,1.80438193528139,clear sky,1000
2023-01-01 08:00:00,8,1,1,35.988166885451,198.897536876254,198.897536876254,35.988166885451,17.1851532760134,44.3840030471383,1002.93482623089,6.31306145421995,clear sky,1000
2023-01-01 09:00:00,9,1,1,30.122558823644,213.816011406366,213.816011406366,30.122558823644,13.0476843365773,48.3475246546398,1004.25829641228,9.6488642185271,clear sky,1000
2023-01-01 10:00:00,10,1,1,21.6731235133386,225.948475808788,225.948475808788,21.6731235133386,18.135926665126,46.9375752355701,1005.94141803304,1.66703370504618,clear sky,1000
